Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
ChunkScaledDotKkt_1f444be706a062fefb190a53c330768a_0_mix_aic,mix,575.780029,20,20,0,6284,1800,1800,
