Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
ChunkScaledDotKkt_1f444be706a062fefb190a53c330768a_1_mix_aic,mix,2256.840088,20,20,0,7524,1800,1800,
